source	pathway_id	pathway_name	bg_eligible_genes
GO_BP	GO:0060368	regulation of Fc receptor mediated stimulatory signaling pathway	2
GO_BP	GO:0060369	positive regulation of Fc receptor mediated stimulatory signaling pathway	1
GO_BP	GO:0060370	susceptibility to T cell mediated cytotoxicity	1
GO_BP	GO:0060371	regulation of atrial cardiac muscle cell membrane depolarization	4
GO_BP	GO:0060372	regulation of atrial cardiac muscle cell membrane repolarization	4
GO_BP	GO:0060373	regulation of ventricular cardiac muscle cell membrane depolarization	4
GO_BP	GO:0060374	mast cell differentiation	2
GO_BP	GO:0060377	negative regulation of mast cell differentiation	1
GO_BP	GO:0060379	cardiac muscle cell myoblast differentiation	5
GO_BP	GO:0060382	regulation of DNA strand elongation	14
GO_BP	GO:0060384	innervation	3
GO_BP	GO:0060385	axonogenesis involved in innervation	3
GO_BP	GO:0060386	synapse assembly involved in innervation	1
GO_BP	GO:0060391	positive regulation of SMAD protein signal transduction	30
GO_BP	GO:0060392	negative regulation of SMAD protein signal transduction	15
GO_BP	GO:0060395	SMAD protein signal transduction	16
GO_BP	GO:0060396	growth hormone receptor signaling pathway	8
GO_BP	GO:0060397	growth hormone receptor signaling pathway via JAK-STAT	10
GO_BP	GO:0060399	positive regulation of growth hormone receptor signaling pathway	2
GO_BP	GO:0060400	negative regulation of growth hormone receptor signaling pathway	3
GO_BP	GO:0060402	calcium ion transport into cytosol	8
GO_BP	GO:0060404	axonemal microtubule depolymerization	1
GO_BP	GO:0060411	cardiac septum morphogenesis	6
GO_BP	GO:0060412	ventricular septum morphogenesis	26
GO_BP	GO:0060413	atrial septum morphogenesis	6
GO_BP	GO:0060414	aorta smooth muscle tissue morphogenesis	3
GO_BP	GO:0060415	muscle tissue morphogenesis	2
GO_BP	GO:0060416	response to growth hormone	3
GO_BP	GO:0060420	regulation of heart growth	1
GO_BP	GO:0060421	positive regulation of heart growth	2
GO_BP	GO:0060425	lung morphogenesis	3
GO_BP	GO:0060426	lung vasculature development	4
GO_BP	GO:0060428	lung epithelium development	6
GO_BP	GO:0060429	epithelium development	2
GO_BP	GO:0060430	lung saccule development	1
GO_BP	GO:0060433	bronchus development	1
GO_BP	GO:0060438	trachea development	1
GO_BP	GO:0060441	epithelial tube branching involved in lung morphogenesis	2
GO_BP	GO:0060442	branching involved in prostate gland morphogenesis	2
GO_BP	GO:0060444	branching involved in mammary gland duct morphogenesis	1
GO_BP	GO:0060445	branching involved in salivary gland morphogenesis	1
GO_BP	GO:0060447	bud outgrowth involved in lung branching	1
GO_BP	GO:0060448	dichotomous subdivision of terminal units involved in lung branching	1
GO_BP	GO:0060449	bud elongation involved in lung branching	1
GO_BP	GO:0060452	positive regulation of cardiac muscle contraction	2
GO_BP	GO:0060455	negative regulation of gastric acid secretion	1
GO_BP	GO:0060463	lung lobe morphogenesis	1
GO_BP	GO:0060466	activation of meiosis involved in egg activation	1
GO_BP	GO:0060468	prevention of polyspermy	1
GO_BP	GO:0060470	positive regulation of cytosolic calcium ion concentration involved in egg activation	1
GO_BP	GO:0060471	cortical granule exocytosis	1
GO_BP	GO:0060478	acrosomal vesicle exocytosis	4
GO_BP	GO:0060482	lobar bronchus development	1
GO_BP	GO:0060484	lung-associated mesenchyme development	2
GO_BP	GO:0060485	mesenchyme development	3
GO_BP	GO:0060486	club cell differentiation	1
GO_BP	GO:0060488	orthogonal dichotomous subdivision of terminal units involved in lung branching morphogenesis	1
GO_BP	GO:0060489	planar dichotomous subdivision of terminal units involved in lung branching morphogenesis	1
GO_BP	GO:0060490	lateral sprouting involved in lung morphogenesis	1
GO_BP	GO:0060501	positive regulation of epithelial cell proliferation involved in lung morphogenesis	3
GO_BP	GO:0060502	epithelial cell proliferation involved in lung morphogenesis	1
GO_BP	GO:0060503	bud dilation involved in lung branching	1
GO_BP	GO:0060509	type I pneumocyte differentiation	1
GO_BP	GO:0060510	type II pneumocyte differentiation	1
GO_BP	GO:0060512	prostate gland morphogenesis	1
GO_BP	GO:0060517	epithelial cell proliferation involved in prostatic bud elongation	1
GO_BP	GO:0060523	prostate epithelial cord elongation	1
GO_BP	GO:0060527	prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis	1
GO_BP	GO:0060529	squamous basal epithelial stem cell differentiation involved in prostate gland acinus development	1
GO_BP	GO:0060535	trachea cartilage morphogenesis	1
GO_BP	GO:0060537	muscle tissue development	4
GO_BP	GO:0060538	skeletal muscle organ development	3
GO_BP	GO:0060539	diaphragm development	2
GO_BP	GO:0060541	respiratory system development	1
GO_BP	GO:0060544	regulation of necroptotic process	9
GO_BP	GO:0060545	positive regulation of necroptotic process	4
GO_BP	GO:0060546	negative regulation of necroptotic process	11
GO_BP	GO:0060560	developmental growth involved in morphogenesis	1
GO_BP	GO:0060561	apoptotic process involved in morphogenesis	1
GO_BP	GO:0060562	epithelial tube morphogenesis	1
GO_BP	GO:0060563	neuroepithelial cell differentiation	2
GO_BP	GO:0060566	positive regulation of termination of DNA-templated transcription	1
GO_BP	GO:0060575	intestinal epithelial cell differentiation	1
GO_BP	GO:0060576	intestinal epithelial cell development	1
GO_BP	GO:0060579	ventral spinal cord interneuron fate commitment	2
GO_BP	GO:0060586	multicellular organismal-level iron ion homeostasis	13
GO_BP	GO:0060588	negative regulation of lipoprotein lipid oxidation	1
GO_BP	GO:0060591	chondroblast differentiation	1
GO_BP	GO:0060601	lateral sprouting from an epithelium	1
GO_BP	GO:0060603	mammary gland duct morphogenesis	2
GO_BP	GO:0060612	adipose tissue development	11
GO_BP	GO:0060613	fat pad development	1
GO_BP	GO:0060615	mammary gland bud formation	1
GO_BP	GO:0060620	regulation of cholesterol import	1
GO_BP	GO:0060621	negative regulation of cholesterol import	1
GO_BP	GO:0060627	regulation of vesicle-mediated transport	9
GO_BP	GO:0060628	regulation of ER to Golgi vesicle-mediated transport	6
GO_BP	GO:0060629	regulation of homologous chromosome segregation	2
GO_BP	GO:0060632	regulation of microtubule-based movement	5
GO_BP	GO:0060633	negative regulation of transcription initiation by RNA polymerase II	10
GO_BP	GO:0060644	mammary gland epithelial cell differentiation	5
GO_BP	GO:0060664	epithelial cell proliferation involved in salivary gland morphogenesis	2
GO_BP	GO:0060665	regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling	1
GO_BP	GO:0060667	branch elongation involved in salivary gland morphogenesis	1
GO_BP	GO:0060669	embryonic placenta morphogenesis	2
GO_BP	GO:0060670	branching involved in labyrinthine layer morphogenesis	1
GO_BP	GO:0060674	placenta blood vessel development	3
GO_BP	GO:0060675	ureteric bud morphogenesis	1
GO_BP	GO:0060676	ureteric bud formation	1
GO_BP	GO:0060678	dichotomous subdivision of terminal units involved in ureteric bud branching	1
GO_BP	GO:0060681	branch elongation involved in ureteric bud branching	1
GO_BP	GO:0060683	regulation of branching involved in salivary gland morphogenesis by epithelial-mesenchymal signaling	1
GO_BP	GO:0060684	epithelial-mesenchymal cell signaling	1
GO_BP	GO:0060686	negative regulation of prostatic bud formation	1
GO_BP	GO:0060688	regulation of morphogenesis of a branching structure	1
GO_BP	GO:0060700	regulation of ribonuclease activity	1
GO_BP	GO:0060702	negative regulation of endoribonuclease activity	1
GO_BP	GO:0060707	trophoblast giant cell differentiation	1
GO_BP	GO:0060710	chorio-allantoic fusion	3
GO_BP	GO:0060715	syncytiotrophoblast cell differentiation involved in labyrinthine layer development	1
GO_BP	GO:0060716	labyrinthine layer blood vessel development	3
GO_BP	GO:0060729	intestinal epithelial structure maintenance	5
GO_BP	GO:0060730	regulation of intestinal epithelial structure maintenance	1
GO_BP	GO:0060732	positive regulation of inositol phosphate biosynthetic process	2
GO_BP	GO:0060736	prostate gland growth	1
GO_BP	GO:0060741	prostate gland stromal morphogenesis	1
GO_BP	GO:0060742	epithelial cell differentiation involved in prostate gland development	1
GO_BP	GO:0060749	mammary gland alveolus development	3
GO_BP	GO:0060754	positive regulation of mast cell chemotaxis	5
GO_BP	GO:0060755	negative regulation of mast cell chemotaxis	1
GO_BP	GO:0060760	positive regulation of response to cytokine stimulus	4
GO_BP	GO:0060761	negative regulation of response to cytokine stimulus	5
GO_BP	GO:0060765	regulation of androgen receptor signaling pathway	13
GO_BP	GO:0060766	negative regulation of androgen receptor signaling pathway	13
GO_BP	GO:0060770	negative regulation of epithelial cell proliferation involved in prostate gland development	1
GO_BP	GO:0060784	regulation of cell proliferation involved in tissue homeostasis	1
GO_BP	GO:0060785	regulation of apoptosis involved in tissue homeostasis	1
GO_BP	GO:0060789	hair follicle placode formation	2
GO_BP	GO:0060809	mesodermal to mesenchymal transition involved in gastrulation	1
GO_BP	GO:0060816	random inactivation of X chromosome	7
GO_BP	GO:0060828	regulation of canonical Wnt signaling pathway	22
GO_BP	GO:0060836	lymphatic endothelial cell differentiation	6
GO_BP	GO:0060838	lymphatic endothelial cell fate commitment	2
GO_BP	GO:0060840	artery development	4
GO_BP	GO:0060841	venous blood vessel development	3
GO_BP	GO:0060842	arterial endothelial cell differentiation	3
GO_BP	GO:0060843	venous endothelial cell differentiation	1
GO_BP	GO:0060854	branching involved in lymph vessel morphogenesis	1
GO_BP	GO:0060856	establishment of blood-brain barrier	3
GO_BP	GO:0060857	establishment of glial blood-brain barrier	1
GO_BP	GO:0060900	embryonic camera-type eye formation	1
GO_BP	GO:0060904	regulation of protein folding in endoplasmic reticulum	1
GO_BP	GO:0060906	negative regulation of regulatory ncRNA-mediated heterochromatin formation	2
GO_BP	GO:0060907	positive regulation of macrophage cytokine production	6
GO_BP	GO:0060913	cardiac cell fate determination	2
GO_BP	GO:0060914	heart formation	3
GO_BP	GO:0060915	mesenchymal cell differentiation involved in lung development	1
GO_BP	GO:0060916	mesenchymal cell proliferation involved in lung development	1
GO_BP	GO:0060920	cardiac pacemaker cell differentiation	1
GO_BP	GO:0060923	cardiac muscle cell fate commitment	1
GO_BP	GO:0060928	atrioventricular node cell development	1
GO_BP	GO:0060930	sinoatrial node cell fate commitment	1
GO_BP	GO:0060931	sinoatrial node cell development	4
GO_BP	GO:0060932	His-Purkinje system cell differentiation	1
GO_BP	GO:0060939	epicardium-derived cardiac fibroblast cell development	1
GO_BP	GO:0060940	epithelial to mesenchymal transition involved in cardiac fibroblast development	2
GO_BP	GO:0060948	cardiac vascular smooth muscle cell development	2
GO_BP	GO:0060956	endocardial cell differentiation	5
GO_BP	GO:0060964	regulation of miRNA-mediated gene silencing	2
GO_BP	GO:0060965	negative regulation of miRNA-mediated gene silencing	2
GO_BP	GO:0060971	embryonic heart tube left/right pattern formation	3
GO_BP	GO:0060972	left/right pattern formation	2
GO_BP	GO:0060976	coronary vasculature development	3
GO_BP	GO:0060978	angiogenesis involved in coronary vascular morphogenesis	2
GO_BP	GO:0060979	vasculogenesis involved in coronary vascular morphogenesis	3
GO_BP	GO:0060981	cell migration involved in coronary angiogenesis	1
GO_BP	GO:0060982	coronary artery morphogenesis	5
GO_BP	GO:0060988	lipid tube assembly	2
GO_BP	GO:0060993	kidney morphogenesis	3
GO_BP	GO:0060996	dendritic spine development	8
GO_BP	GO:0060997	dendritic spine morphogenesis	15
GO_BP	GO:0060998	regulation of dendritic spine development	8
GO_BP	GO:0060999	positive regulation of dendritic spine development	10
GO_BP	GO:0061000	negative regulation of dendritic spine development	3
GO_BP	GO:0061001	regulation of dendritic spine morphogenesis	19
GO_BP	GO:0061002	negative regulation of dendritic spine morphogenesis	3
GO_BP	GO:0061003	positive regulation of dendritic spine morphogenesis	9
GO_BP	GO:0061006	regulation of cell proliferation involved in kidney morphogenesis	1
GO_BP	GO:0061010	gallbladder development	1
GO_BP	GO:0061014	positive regulation of mRNA catabolic process	11
GO_BP	GO:0061015	snRNA import into nucleus	1
GO_BP	GO:0061024	membrane organization	24
GO_BP	GO:0061025	membrane fusion	19
GO_BP	GO:0061026	cardiac muscle tissue regeneration	2
GO_BP	GO:0061028	establishment of endothelial barrier	19
GO_BP	GO:0061029	eyelid development in camera-type eye	5
GO_BP	GO:0061030	epithelial cell differentiation involved in mammary gland alveolus development	2
GO_BP	GO:0061031	endodermal digestive tract morphogenesis	2
GO_BP	GO:0061033	secretion by lung epithelial cell involved in lung growth	2
GO_BP	GO:0061034	olfactory bulb mitral cell layer development	1
GO_BP	GO:0061035	regulation of cartilage development	2
GO_BP	GO:0061036	positive regulation of cartilage development	12
GO_BP	GO:0061038	uterus morphogenesis	1
GO_BP	GO:0061041	regulation of wound healing	2
GO_BP	GO:0061042	vascular wound healing	6
GO_BP	GO:0061044	negative regulation of vascular wound healing	2
GO_BP	GO:0061045	negative regulation of wound healing	5
GO_BP	GO:0061047	positive regulation of branching involved in lung morphogenesis	1
GO_BP	GO:0061049	cell growth involved in cardiac muscle cell development	2
GO_BP	GO:0061051	positive regulation of cell growth involved in cardiac muscle cell development	3
GO_BP	GO:0061052	negative regulation of cell growth involved in cardiac muscle cell development	1
GO_BP	GO:0061053	somite development	7
GO_BP	GO:0061055	myotome development	1
GO_BP	GO:0061056	sclerotome development	2
GO_BP	GO:0061061	muscle structure development	7
GO_BP	GO:0061072	iris morphogenesis	3
GO_BP	GO:0061073	ciliary body morphogenesis	1
GO_BP	GO:0061074	regulation of neural retina development	2
GO_BP	GO:0061084	negative regulation of protein refolding	3
GO_BP	GO:0061092	positive regulation of phospholipid translocation	2
GO_BP	GO:0061097	regulation of protein tyrosine kinase activity	2
GO_BP	GO:0061098	positive regulation of protein tyrosine kinase activity	5
GO_BP	GO:0061101	neuroendocrine cell differentiation	2
GO_BP	GO:0061104	adrenal chromaffin cell differentiation	1
GO_BP	GO:0061110	dense core granule biogenesis	1
GO_BP	GO:0061136	regulation of proteasomal protein catabolic process	23
GO_BP	GO:0061138	morphogenesis of a branching epithelium	2
GO_BP	GO:0061141	lung ciliated cell differentiation	1
GO_BP	GO:0061146	Peyer's patch morphogenesis	1
GO_BP	GO:0061154	endothelial tube morphogenesis	6
GO_BP	GO:0061156	pulmonary artery morphogenesis	3
GO_BP	GO:0061157	mRNA destabilization	18
GO_BP	GO:0061158	3'-UTR-mediated mRNA destabilization	18
GO_BP	GO:0061162	establishment of monopolar cell polarity	1
GO_BP	GO:0061163	endoplasmic reticulum polarization	1
GO_BP	GO:0061172	regulation of establishment of bipolar cell polarity	1
GO_BP	GO:0061178	regulation of insulin secretion involved in cellular response to glucose stimulus	6
GO_BP	GO:0061179	negative regulation of insulin secretion involved in cellular response to glucose stimulus	4
GO_BP	GO:0061180	mammary gland epithelium development	3
GO_BP	GO:0061182	negative regulation of chondrocyte development	2
GO_BP	GO:0061184	positive regulation of dermatome development	1
GO_BP	GO:0061185	negative regulation of dermatome development	1
GO_BP	GO:0061188	negative regulation of rDNA heterochromatin formation	2
GO_BP	GO:0061189	positive regulation of sclerotome development	1
GO_BP	GO:0061197	fungiform papilla morphogenesis	1
GO_BP	GO:0061198	fungiform papilla formation	2
GO_BP	GO:0061205	paramesonephric duct development	1
GO_BP	GO:0061298	retina vasculature development in camera-type eye	5
GO_BP	GO:0061299	retina vasculature morphogenesis in camera-type eye	2
GO_BP	GO:0061302	smooth muscle cell-matrix adhesion	1
GO_BP	GO:0061303	cornea development in camera-type eye	5
GO_BP	GO:0061304	retinal blood vessel morphogenesis	3
GO_BP	GO:0061309	cardiac neural crest cell development involved in outflow tract morphogenesis	1
GO_BP	GO:0061314	Notch signaling involved in heart development	1
GO_BP	GO:0061326	renal tubule development	1
GO_BP	GO:0061333	renal tubule morphogenesis	4
GO_BP	GO:0061337	cardiac conduction	7
GO_BP	GO:0061339	establishment or maintenance of monopolar cell polarity	1
GO_BP	GO:0061343	cell adhesion involved in heart morphogenesis	1
GO_BP	GO:0061351	neural precursor cell proliferation	5
GO_BP	GO:0061355	Wnt protein secretion	2
GO_BP	GO:0061357	positive regulation of Wnt protein secretion	2
GO_BP	GO:0061358	negative regulation of Wnt protein secretion	1
GO_BP	GO:0061364	apoptotic process involved in luteolysis	3
GO_BP	GO:0061367	behavioral response to acetic acid induced pain	1
GO_BP	GO:0061368	behavioral response to formalin induced pain	1
GO_BP	GO:0061369	negative regulation of testicular blood vessel morphogenesis	1
GO_BP	GO:0061371	determination of heart left/right asymmetry	2
GO_BP	GO:0061374	mammillothalamic axonal tract development	1
GO_BP	GO:0061377	mammary gland lobule development	1
GO_BP	GO:0061379	inferior colliculus development	1
GO_BP	GO:0061381	cell migration in diencephalon	1
GO_BP	GO:0061384	heart trabecula morphogenesis	6
GO_BP	GO:0061386	closure of optic fissure	2
GO_BP	GO:0061430	bone trabecula morphogenesis	2
GO_BP	GO:0061431	cellular response to methionine	3
GO_BP	GO:0061436	establishment of skin barrier	12
GO_BP	GO:0061441	renal artery morphogenesis	1
GO_BP	GO:0061444	endocardial cushion cell development	1
GO_BP	GO:0061445	endocardial cushion cell fate commitment	1
GO_BP	GO:0061448	connective tissue development	1
GO_BP	GO:0061450	trophoblast cell migration	5
GO_BP	GO:0061458	reproductive system development	1
GO_BP	GO:0061462	protein localization to lysosome	15
GO_BP	GO:0061469	regulation of type B pancreatic cell proliferation	4
GO_BP	GO:0061470	T follicular helper cell differentiation	4
GO_BP	GO:0061481	response to TNF agonist	1
GO_BP	GO:0061484	hematopoietic stem cell homeostasis	4
GO_BP	GO:0061485	memory T cell proliferation	1
GO_BP	GO:0061511	centriole elongation	3
GO_BP	GO:0061512	protein localization to cilium	27
GO_BP	GO:0061514	interleukin-34-mediated signaling pathway	3
GO_BP	GO:0061518	microglial cell proliferation	3
GO_BP	GO:0061523	cilium disassembly	5
GO_BP	GO:0061534	gamma-aminobutyric acid secretion, neurotransmission	1
GO_BP	GO:0061549	sympathetic ganglion development	8
GO_BP	GO:0061551	trigeminal ganglion development	1
GO_BP	GO:0061564	axon development	21
GO_BP	GO:0061572	actin filament bundle organization	2
GO_BP	GO:0061573	actin filament bundle retrograde transport	1
GO_BP	GO:0061577	calcium ion transmembrane transport via high voltage-gated calcium channel	2
GO_BP	GO:0061580	colon epithelial cell migration	1
GO_BP	GO:0061589	calcium activated phosphatidylserine scrambling	2
GO_BP	GO:0061590	calcium activated phosphatidylcholine scrambling	2
GO_BP	GO:0061611	mannose to fructose-6-phosphate catabolic process	1
GO_BP	GO:0061614	miRNA transcription	1
GO_BP	GO:0061615	glycolytic process through fructose-6-phosphate	1
GO_BP	GO:0061620	glycolytic process through glucose-6-phosphate	1
GO_BP	GO:0061621	canonical glycolysis	17
GO_BP	GO:0061626	pharyngeal arch artery morphogenesis	5
GO_BP	GO:0061635	regulation of protein complex stability	9
GO_BP	GO:0061640	cytoskeleton-dependent cytokinesis	12
GO_BP	GO:0061643	chemorepulsion of axon	3
GO_BP	GO:0061646	positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization	1
GO_BP	GO:0061668	mitochondrial ribosome assembly	7
GO_BP	GO:0061669	spontaneous neurotransmitter secretion	1
GO_BP	GO:0061684	chaperone-mediated autophagy	3
GO_BP	GO:0061691	detoxification of hydrogen peroxide	1
GO_BP	GO:0061692	cellular detoxification of hydrogen peroxide	2
GO_BP	GO:0061698	protein deglutarylation	2
GO_BP	GO:0061709	reticulophagy	23
GO_BP	GO:0061723	glycophagy	10
GO_BP	GO:0061724	lipophagy	3
GO_BP	GO:0061734	type 2 mitophagy	4
GO_BP	GO:0061736	engulfment of target by autophagosome	1
GO_BP	GO:0061738	late endosomal microautophagy	1
GO_BP	GO:0061739	protein lipidation involved in autophagosome assembly	1
GO_BP	GO:0061740	protein targeting to lysosome involved in chaperone-mediated autophagy	3
GO_BP	GO:0061743	motor learning	1
GO_BP	GO:0061744	motor behavior	4
GO_BP	GO:0061753	substrate localization to autophagosome	3
GO_BP	GO:0061755	positive regulation of circulating fibrinogen levels	1
GO_BP	GO:0061756	leukocyte adhesion to vascular endothelial cell	2
GO_BP	GO:0061757	leukocyte adhesion to arterial endothelial cell	1
GO_BP	GO:0061760	antifungal innate immune response	6
GO_BP	GO:0061762	CAMKK-AMPK signaling cascade	2
GO_BP	GO:0061763	multivesicular body-lysosome fusion	2
GO_BP	GO:0061771	response to caloric restriction	2
GO_BP	GO:0061789	dense core granule priming	3
GO_BP	GO:0061795	Golgi lumen acidification	2
GO_BP	GO:0061819	telomeric DNA-containing double minutes formation	2
GO_BP	GO:0061820	telomeric D-loop disassembly	6
GO_BP	GO:0061824	cytosolic ciliogenesis	4
GO_BP	GO:0061833	protein localization to tricellular tight junction	1
GO_BP	GO:0061837	neuropeptide processing	1
GO_BP	GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	19
GO_BP	GO:0061857	endoplasmic reticulum stress-induced pre-emptive quality control	1
GO_BP	GO:0061889	negative regulation of astrocyte activation	3
GO_BP	GO:0061890	positive regulation of astrocyte activation	1
GO_BP	GO:0061909	autophagosome-lysosome fusion	15
GO_BP	GO:0061910	autophagosome-endosome fusion	1
GO_BP	GO:0061921	peptidyl-lysine propionylation	1
GO_BP	GO:0061944	negative regulation of protein K48-linked ubiquitination	2
GO_BP	GO:0061945	regulation of protein K48-linked ubiquitination	1
GO_BP	GO:0061951	establishment of protein localization to plasma membrane	5
GO_BP	GO:0061952	midbody abscission	18
GO_BP	GO:0061966	establishment of left/right asymmetry	4
GO_BP	GO:0061975	articular cartilage development	1
GO_BP	GO:0062009	secondary palate development	12
GO_BP	GO:0062026	negative regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process	2
GO_BP	GO:0062027	positive regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process	1
GO_BP	GO:0062029	positive regulation of cytoplasmic stress granule assembly	2
GO_BP	GO:0062030	negative regulation of cytoplasmic stress granule assembly	2
GO_BP	GO:0062033	positive regulation of mitotic sister chromatid segregation	1
GO_BP	GO:0062043	positive regulation of cardiac epithelial to mesenchymal transition	4
GO_BP	GO:0062044	negative regulation of cardiac epithelial to mesenchymal transition	1
GO_BP	GO:0062089	regulation of taurine biosynthetic process	1
GO_BP	GO:0062098	regulation of programmed necrotic cell death	1
GO_BP	GO:0062099	negative regulation of programmed necrotic cell death	2
GO_BP	GO:0062100	positive regulation of programmed necrotic cell death	1
GO_BP	GO:0062111	zinc ion import into organelle	4
GO_BP	GO:0062112	fatty acid primary amide biosynthetic process	1
GO_BP	GO:0062133	negative regulation of L-glutamine biosynthetic process	2
GO_BP	GO:0062172	lutein catabolic process	1
GO_BP	GO:0062173	brexanolone metabolic process	1
GO_BP	GO:0062176	R-loop processing	10
GO_BP	GO:0062177	radial spoke assembly	3
GO_BP	GO:0062196	regulation of lysosome size	1
GO_BP	GO:0062197	cellular response to chemical stress	3
GO_BP	GO:0062208	positive regulation of pattern recognition receptor signaling pathway	1
GO_BP	GO:0062234	platelet activating factor catabolic process	1
GO_BP	GO:0062237	protein localization to postsynapse	1
GO_BP	GO:0065001	specification of axis polarity	1
GO_BP	GO:0065002	intracellular protein transmembrane transport	2
GO_BP	GO:0065003	protein-containing complex assembly	81
GO_BP	GO:0065004	protein-DNA complex assembly	1
GO_BP	GO:0070050	neuron cellular homeostasis	15
GO_BP	GO:0070054	mRNA splicing, via endonucleolytic cleavage and ligation	3
GO_BP	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	21
GO_BP	GO:0070060	'de novo' actin filament nucleation	1
GO_BP	GO:0070070	proton-transporting V-type ATPase complex assembly	1
GO_BP	GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly	2
GO_BP	GO:0070073	clustering of voltage-gated calcium channels	1
GO_BP	GO:0070075	tear secretion	1
GO_BP	GO:0070086	ubiquitin-dependent endocytosis	4
GO_BP	GO:0070092	regulation of glucagon secretion	2
GO_BP	GO:0070093	negative regulation of glucagon secretion	1
GO_BP	GO:0070094	positive regulation of glucagon secretion	1
GO_BP	GO:0070096	mitochondrial outer membrane translocase complex assembly	3
GO_BP	GO:0070098	chemokine-mediated signaling pathway	12
GO_BP	GO:0070100	negative regulation of chemokine-mediated signaling pathway	4
GO_BP	GO:0070101	positive regulation of chemokine-mediated signaling pathway	2
GO_BP	GO:0070102	interleukin-6-mediated signaling pathway	12
GO_BP	GO:0070104	negative regulation of interleukin-6-mediated signaling pathway	2
GO_BP	GO:0070105	positive regulation of interleukin-6-mediated signaling pathway	1
GO_BP	GO:0070106	interleukin-27-mediated signaling pathway	2
GO_BP	GO:0070120	ciliary neurotrophic factor-mediated signaling pathway	7
GO_BP	GO:0070124	mitochondrial translational initiation	2
GO_BP	GO:0070125	mitochondrial translational elongation	4
GO_BP	GO:0070126	mitochondrial translational termination	5
GO_BP	GO:0070127	tRNA aminoacylation for mitochondrial protein translation	1
GO_BP	GO:0070129	regulation of mitochondrial translation	6
GO_BP	GO:0070130	negative regulation of mitochondrial translation	1
GO_BP	GO:0070131	positive regulation of mitochondrial translation	15
GO_BP	GO:0070141	response to UV-A	3
GO_BP	GO:0070143	mitochondrial alanyl-tRNA aminoacylation	1
GO_BP	GO:0070145	mitochondrial asparaginyl-tRNA aminoacylation	1
GO_BP	GO:0070150	mitochondrial glycyl-tRNA aminoacylation	1
GO_BP	GO:0070159	mitochondrial threonyl-tRNA aminoacylation	1
GO_BP	GO:0070164	negative regulation of adiponectin secretion	2
GO_BP	GO:0070166	enamel mineralization	4
GO_BP	GO:0070168	negative regulation of biomineral tissue development	10
GO_BP	GO:0070169	positive regulation of biomineral tissue development	2
GO_BP	GO:0070171	negative regulation of tooth mineralization	1
GO_BP	GO:0070172	positive regulation of tooth mineralization	1
GO_BP	GO:0070175	positive regulation of enamel mineralization	2
GO_BP	GO:0070179	D-serine biosynthetic process	2
GO_BP	GO:0070183	mitochondrial tryptophanyl-tRNA aminoacylation	1
GO_BP	GO:0070184	mitochondrial tyrosyl-tRNA aminoacylation	1
GO_BP	GO:0070192	chromosome organization involved in meiotic cell cycle	3
GO_BP	GO:0070198	protein localization to chromosome, telomeric region	8
GO_BP	GO:0070200	establishment of protein localization to telomere	4
GO_BP	GO:0070201	regulation of establishment of protein localization	3
GO_BP	GO:0070202	regulation of establishment of protein localization to chromosome	1
GO_BP	GO:0070203	regulation of establishment of protein localization to telomere	2
GO_BP	GO:0070206	protein trimerization	1
GO_BP	GO:0070207	protein homotrimerization	11
GO_BP	GO:0070212	protein poly-ADP-ribosylation	4
GO_BP	GO:0070213	protein auto-ADP-ribosylation	10
GO_BP	GO:0070227	lymphocyte apoptotic process	1
GO_BP	GO:0070231	T cell apoptotic process	4
GO_BP	GO:0070232	regulation of T cell apoptotic process	3
GO_BP	GO:0070233	negative regulation of T cell apoptotic process	1
GO_BP	GO:0070234	positive regulation of T cell apoptotic process	2
GO_BP	GO:0070236	negative regulation of activation-induced cell death of T cells	2
GO_BP	GO:0070242	thymocyte apoptotic process	1
GO_BP	GO:0070244	negative regulation of thymocyte apoptotic process	3
GO_BP	GO:0070245	positive regulation of thymocyte apoptotic process	3
GO_BP	GO:0070252	actin-mediated cell contraction	2
GO_BP	GO:0070254	mucus secretion	3
GO_BP	GO:0070257	positive regulation of mucus secretion	1
GO_BP	GO:0070262	peptidyl-serine dephosphorylation	2
GO_BP	GO:0070266	necroptotic process	4
GO_BP	GO:0070268	cornification	3
GO_BP	GO:0070269	pyroptotic inflammatory response	12
GO_BP	GO:0070278	extracellular matrix constituent secretion	1
GO_BP	GO:0070286	axonemal dynein complex assembly	8
GO_BP	GO:0070291	N-acylethanolamine metabolic process	3
GO_BP	GO:0070292	N-acylphosphatidylethanolamine metabolic process	5
GO_BP	GO:0070293	renal absorption	2
GO_BP	GO:0070294	renal sodium ion absorption	7
GO_BP	GO:0070295	renal water absorption	2
GO_BP	GO:0070296	sarcoplasmic reticulum calcium ion transport	3
GO_BP	GO:0070301	cellular response to hydrogen peroxide	26
GO_BP	GO:0070303	negative regulation of stress-activated protein kinase signaling cascade	1
GO_BP	GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	1
